0	0	1362
1	0	1363
2	0	1364
3	0	1364
4	0	1365
5	0	1366
6	0	1367
7	0	1365
8	0	1368
9	0	1369
10	0	1365
11	0	1370
12	0	1371
13	0	1372
14	0	1373
15	0	1374
16	0	1375
17	0	1376
18	0	1377
19	0	1378
20	0	1368
21	0	1379
22	0	1380
23	0	1379
24	0	1381
25	0	1382
26	0	1383
27	0	1384
28	0	1385
29	0	1375
30	0	1386
31	0	1363
32	0	1387
33	0	1388
34	0	1389
35	0	1385
36	0	1374
37	0	1390
38	0	1391
39	0	1392
40	0	1393
41	0	1370
42	0	1389
43	0	1394
44	0	1381
45	0	1387
46	0	1395
47	0	1396
48	0	1389
49	0	1381
50	0	1397
51	0	1368
52	0	1398
53	0	1399
54	0	1377
55	0	1368
56	0	1400
57	0	1401
58	0	1401
59	0	1397
59	0	1402
60	0	1395
5	0	1403
61	0	1404
6	0	1365
62	0	1405
8	0	1406
63	0	1407
63	0	1408
64	0	1409
65	0	1381
66	0	1410
11	0	1411
67	0	1364
68	0	1412
68	0	1407
68	0	1408
69	0	1374
19	0	1413
20	0	1381
70	0	1362
22	0	1389
71	0	1388
72	0	1370
73	0	1414
74	0	1415
26	0	1416
26	0	1417
75	0	1418
75	0	1411
76	0	1362
77	0	1389
78	0	1370
79	0	1368
80	0	1414
81	0	1419
82	0	1368
83	0	1420
37	0	1365
84	0	1381
85	0	1421
86	0	1399
87	0	1384
41	0	1411
88	0	1375
89	0	1381
46	0	1412
90	0	1374
91	0	1407
92	0	1422
93	0	1423
94	0	1378
95	0	1381
96	0	1424
97	0	1386
55	0	1381
98	0	1366
99	0	1425
100	0	1399
2	0	1365
101	0	1420
102	0	1399
103	0	1364
3	0	1365
104	0	1426
105	0	1427
65	0	1409
106	0	1428
12	0	1395
107	0	1429
108	0	1414
69	0	1430
109	0	1415
27	0	1404
110	0	1431
111	0	1415
112	0	1382
113	0	1412
114	0	1407
34	0	1377
115	0	1432
80	0	1370
116	0	1390
117	0	1388
118	0	1433
119	0	1434
120	0	1403
85	0	1435
121	0	1388
122	0	1374
42	0	1377
123	0	1380
124	0	1436
44	0	1363
125	0	1403
126	0	1437
47	0	1438
127	0	1395
94	0	1439
128	0	1397
129	0	1377
130	0	1414
131	0	1375
132	0	1433
133	0	1440
134	0	1441
135	0	1366
136	0	1362
57	0	1380
5	0	1420
137	0	1442
138	0	1426
63	0	1374
139	0	1383
68	0	1374
140	0	1413
108	0	1370
17	0	1443
141	0	1383
142	0	1426
72	0	1444
143	0	1437
144	0	1381
145	0	1372
146	0	1366
147	0	1381
148	0	1436
149	0	1423
113	0	1421
114	0	1445
150	0	1375
151	0	1427
152	0	1446
118	0	1447
119	0	1448
153	0	1379
154	0	1375
155	0	1449
122	0	1399
156	0	1441
157	0	1450
158	0	1390
159	0	1393
160	0	1414
161	0	1381
162	0	1414
47	0	1451
163	0	1432
164	0	1394
52	0	1429
130	0	1370
165	0	1377
131	0	1422
166	0	1452
166	0	1453
167	0	1436
168	0	1454
169	0	1455
137	0	1456
170	0	1377
171	0	1406
172	0	1437
62	0	1437
173	0	1442
174	0	1377
175	0	1399
176	0	1419
11	0	1386
177	0	1406
177	0	1381
106	0	1383
178	0	1370
68	0	1399
179	0	1376
107	0	1414
180	0	1368
181	0	1457
182	0	1394
183	0	1363
184	0	1436
185	0	1437
186	0	1413
187	0	1437
188	0	1368
189	0	1411
190	0	1366
114	0	1374
114	0	1458
191	0	1391
192	0	1437
193	0	1447
194	0	1388
195	0	1411
196	0	1450
197	0	1387
198	0	1396
154	0	1422
155	0	1447
199	0	1418
200	0	1446
43	0	1411
201	0	1426
160	0	1370
202	0	1459
202	0	1460
46	0	1399
125	0	1420
203	0	1407
126	0	1413
91	0	1430
162	0	1370
92	0	1367
129	0	1461
132	0	1462
204	0	1461
205	0	1399
206	0	1377
207	0	1437
208	0	1407
208	0	1408
6	0	1423
209	0	1379
210	0	1463
211	0	1447
212	0	1406
212	0	1381
106	0	1400
213	0	1446
214	0	1374
16	0	1365
107	0	1370
215	0	1464
22	0	1450
216	0	1403
186	0	1465
217	0	1379
29	0	1365
148	0	1395
218	0	1417
115	0	1438
219	0	1455
220	0	1404
221	0	1373
38	0	1403
222	0	1423
223	0	1407
155	0	1462
88	0	1390
156	0	1362
224	0	1375
224	0	1466
225	0	1396
225	0	1467
226	0	1433
227	0	1437
228	0	1395
229	0	1363
230	0	1407
231	0	1370
232	0	1412
52	0	1414
130	0	1444
166	0	1468
166	0	1450
233	0	1406
234	0	1411
235	0	1422
236	0	1437
208	0	1426
137	0	1467
7	0	1450
237	0	1469
237	0	1470
16	0	1380
17	0	1435
238	0	1467
239	0	1391
145	0	1404
240	0	1368
241	0	1381
242	0	1399
29	0	1380
243	0	1438
244	0	1368
191	0	1377
245	0	1385
246	0	1423
247	0	1443
248	0	1395
220	0	1441
221	0	1370
249	0	1366
250	0	1454
251	0	1374
251	0	1458
252	0	1363
253	0	1427
158	0	1365
254	0	1426
255	0	1379
256	0	1471
257	0	1397
258	0	1437
259	0	1388
126	0	1472
260	0	1368
47	0	1409
92	0	1379
261	0	1377
262	0	1368
232	0	1426
263	0	1397
264	0	1451
265	0	1473
266	0	1381
267	0	1450
268	0	1427
169	0	1411
269	0	1423
236	0	1413
171	0	1363
270	0	1417
177	0	1363
12	0	1399
271	0	1427
140	0	1385
272	0	1414
273	0	1364
274	0	1474
275	0	1394
148	0	1408
276	0	1436
277	0	1388
278	0	1430
279	0	1381
115	0	1381
280	0	1459
220	0	1362
221	0	1444
281	0	1368
282	0	1386
157	0	1447
283	0	1390
284	0	1390
285	0	1403
127	0	1430
286	0	1475
287	0	1389
131	0	1379
288	0	1457
289	0	1444
290	0	1366
267	0	1395
58	0	1436
291	0	1368
235	0	1362
292	0	1413
269	0	1406
293	0	1426
212	0	1472
237	0	1374
294	0	1407
108	0	1427
295	0	1368
70	0	1437
296	0	1381
297	0	1362
22	0	1412
298	0	1388
299	0	1414
300	0	1426
301	0	1363
302	0	1423
303	0	1476
304	0	1381
40	0	1407
40	0	1408
198	0	1400
155	0	1402
305	0	1378
306	0	1391
307	0	1403
257	0	1379
308	0	1397
163	0	1437
309	0	1414
310	0	1386
263	0	1379
166	0	1407
166	0	1408
311	0	1380
312	0	1468
289	0	1477
233	0	1472
313	0	1478
169	0	1479
314	0	1452
5	0	1394
315	0	1426
105	0	1416
105	0	1417
211	0	1397
9	0	1403
176	0	1403
316	0	1362
317	0	1366
178	0	1427
318	0	1425
319	0	1381
22	0	1421
320	0	1397
299	0	1370
321	0	1414
75	0	1480
28	0	1368
322	0	1419
323	0	1370
324	0	1481
325	0	1482
35	0	1368
116	0	1381
326	0	1407
326	0	1408
327	0	1483
39	0	1362
85	0	1365
328	0	1442
304	0	1409
329	0	1438
330	0	1452
123	0	1395
331	0	1374
225	0	1400
332	0	1370
46	0	1379
261	0	1484
333	0	1368
334	0	1485
335	0	1486
232	0	1419
336	0	1442
336	0	1426
136	0	1437
57	0	1395
2	0	1363
101	0	1422
337	0	1396
269	0	1487
236	0	1382
60	0	1390
338	0	1437
315	0	1459
339	0	1363
209	0	1371
340	0	1414
341	0	1411
342	0	1479
106	0	1372
12	0	1364
17	0	1444
343	0	1469
343	0	1470
344	0	1403
70	0	1413
319	0	1409
321	0	1370
72	0	1446
217	0	1371
345	0	1388
346	0	1390
347	0	1363
348	0	1366
349	0	1442
280	0	1419
350	0	1407
351	0	1437
249	0	1392
119	0	1412
119	0	1408
352	0	1391
328	0	1460
329	0	1451
158	0	1406
353	0	1426
354	0	1447
125	0	1394
355	0	1446
127	0	1364
356	0	1472
286	0	1488
357	0	1396
358	0	1368
359	0	1403
360	0	1407
361	0	1368
362	0	1437
363	0	1396
364	0	1489
337	0	1427
4	0	1412
104	0	1413
6	0	1395
137	0	1383
7	0	1412
365	0	1381
270	0	1444
366	0	1490
212	0	1429
367	0	1383
12	0	1419
368	0	1389
14	0	1491
369	0	1490
370	0	1379
238	0	1383
371	0	1466
22	0	1442
186	0	1492
372	0	1421
147	0	1414
75	0	1420
373	0	1436
77	0	1426
34	0	1467
374	0	1407
375	0	1400
194	0	1422
37	0	1395
376	0	1368
222	0	1395
377	0	1363
153	0	1462
330	0	1490
196	0	1459
40	0	1426
378	0	1490
155	0	1415
379	0	1365
380	0	1446
381	0	1437
306	0	1493
382	0	1380
201	0	1437
383	0	1418
161	0	1414
384	0	1449
48	0	1467
385	0	1374
386	0	1381
357	0	1427
387	0	1381
388	0	1460
130	0	1366
166	0	1426
389	0	1388
390	0	1494
391	0	1435
392	0	1428
393	0	1466
173	0	1383
394	0	1374
177	0	1414
177	0	1455
178	0	1366
371	0	1418
395	0	1495
396	0	1446
21	0	1407
397	0	1403
145	0	1487
26	0	1362
147	0	1370
77	0	1459
398	0	1388
247	0	1414
80	0	1496
374	0	1445
399	0	1381
400	0	1362
326	0	1426
117	0	1390
376	0	1451
281	0	1437
85	0	1380
401	0	1365
402	0	1491
199	0	1403
306	0	1377
160	0	1366
332	0	1495
403	0	1463
90	0	1391
404	0	1388
387	0	1409
165	0	1396
165	0	1467
166	0	1459
405	0	1497
267	0	1407
267	0	1408
406	0	1399
407	0	1388
61	0	1437
137	0	1498
170	0	1467
209	0	1462
174	0	1467
408	0	1403
